,indicator,Year,Sex,Race/Ethnicity,Value,Place,95pc_con_lvl-low,95pc_con_lvl-high
2191,"All Types of Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2014,Both,Asian/PI,105.0,"Philadelphia, PA",82.0,127.8
2192,"All Types of Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2014,Both,Asian/PI,112.1,"Seattle, WA",92.6,135.6
2193,"All Types of Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2014,Both,Asian/PI,113.2,"Oakland (Alameda County), CA",92.2,134.3
2194,"All Types of Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2014,Both,Asian/PI,119.1,"San Antonio, TX",85.5,161.6
2196,"All Types of Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2014,Both,Asian/PI,146.4,"Las Vegas (Clark County), NV",127.3,165.5
2203,"All Types of Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2014,Both,Black,156.8,"Seattle, WA",123.2,197.6
2206,"All Types of Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2014,Both,Black,180.2,"San Antonio, TX",155.0,205.3
2207,"All Types of Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2014,Both,Black,182.3,"Fort Worth (Tarrant County), TX",161.9,202.6
2209,"All Types of Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2014,Both,Black,197.6,"Detroit, MI",187.2,208.0
2210,"All Types of Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2014,Both,Black,205.8,"Las Vegas (Clark County), NV",182.9,228.8
2211,"All Types of Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2014,Both,Black,206.0,"Portland (Multnomah County), OR",162.6,257.5
2212,"All Types of Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2014,Both,Black,214.6,"Oakland (Alameda County), CA",188.0,241.2
2213,"All Types of Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2014,Both,Black,214.6,"Philadelphia, PA",203.5,225.7
2214,"All Types of Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2014,Both,Black,217.9,"Indianapolis (Marion County), IN",197.5,240.1
2215,"All Types of Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2014,Both,Black,221.8,"Columbus, OH",196.2,247.5
2220,"All Types of Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2014,Both,Hispanic,84.6,"Seattle, WA",47.3,146.2
2221,"All Types of Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2014,Both,Hispanic,88.1,"Portland (Multnomah County), OR",54.5,134.6
2223,"All Types of Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2014,Both,Hispanic,106.7,"Fort Worth (Tarrant County), TX",91.0,122.5
2228,"All Types of Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2014,Both,Hispanic,129.7,"Philadelphia, PA",107.8,151.6
2229,"All Types of Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2014,Both,Hispanic,130.1,"Las Vegas (Clark County), NV",114.8,145.4
2230,"All Types of Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2014,Both,Hispanic,132.4,"San Antonio, TX",124.3,140.5
2231,"All Types of Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2014,Both,Hispanic,137.1,"Detroit, MI",90.6,183.6
2232,"All Types of Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2014,Both,Hispanic,149.3,"Oakland (Alameda County), CA",115.2,190.3
2236,"All Types of Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2014,Both,Multiracial,93.5,"Philadelphia, PA",46.2,140.8
2239,"All Types of Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2014,Both,Other,27.6,"Las Vegas (Clark County), NV",10.5,44.7
2241,"All Types of Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2014,Both,Other,171.4,"Seattle, WA",58.5,429.7
2247,"All Types of Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2014,Both,White,132.7,"Oakland (Alameda County), CA",112.2,153.2
2249,"All Types of Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2014,Both,White,143.3,"Seattle, WA",132.1,155.4
2251,"All Types of Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2014,Both,White,149.9,"Detroit, MI",126.9,172.9
2253,"All Types of Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2014,Both,White,164.1,"Portland (Multnomah County), OR",154.0,174.2
2254,"All Types of Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2014,Both,White,165.3,"Fort Worth (Tarrant County), TX",157.8,172.7
2256,"All Types of Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2014,Both,White,166.3,"San Antonio, TX",156.8,175.8
2261,"All Types of Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2014,Both,White,176.2,"Indianapolis (Marion County), IN",166.0,187.1
2262,"All Types of Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2014,Both,White,184.5,"Philadelphia, PA",175.2,193.7
2263,"All Types of Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2014,Both,White,204.5,"Las Vegas (Clark County), NV",196.4,212.5
2264,"All Types of Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2014,Both,White,205.8,"Columbus, OH",190.8,220.7
2266,"All Types of Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2014,Female,All,112.4,"San Antonio, TX",102.6,122.1
2268,"All Types of Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2014,Female,All,124.5,"Seattle, WA",112.8,137.4
2271,"All Types of Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2014,Female,All,128.6,"Oakland (Alameda County), CA",113.6,143.6
2273,"All Types of Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2014,Female,All,130.8,"Fort Worth (Tarrant County), TX",123.3,138.2
2275,"All Types of Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2014,Female,All,136.8,"Houston, TX",131.5,142.1
2278,"All Types of Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2014,Female,All,142.2,"Portland (Multnomah County), OR",130.5,153.8
2279,"All Types of Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2014,Female,All,156.2,"Indianapolis (Marion County), IN",145.4,167.8
2281,"All Types of Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2014,Female,All,163.5,"Las Vegas (Clark County), NV",155.3,171.6
2282,"All Types of Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2014,Female,All,166.0,"Columbus, OH",151.3,180.7
2283,"All Types of Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2014,Female,All,168.1,"Detroit, MI",156.4,179.8
2284,"All Types of Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2014,Female,All,186.2,"Philadelphia, PA",166.3,183.3
2285,"All Types of Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2014,Male,All,161.2,"San Antonio, TX",147.1,175.3
2286,"All Types of Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2014,Male,All,161.3,"Seattle, WA",146.0,177.8
2292,"All Types of Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2014,Male,All,189.2,"Oakland (Alameda County), CA",168.4,210.0
2293,"All Types of Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2014,Male,All,190.0,"Portland (Multnomah County), OR",174.3,205.7
2294,"All Types of Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2014,Male,All,190.7,"Houston, TX",183.3,198.2
2295,"All Types of Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2014,Male,All,192.6,"Fort Worth (Tarrant County), TX",181.8,203.3
2298,"All Types of Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2014,Male,All,218.2,"Indianapolis (Marion County), IN",203.0,234.4
2299,"All Types of Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2014,Male,All,223.5,"Las Vegas (Clark County), NV",213.1,233.9
2300,"All Types of Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2014,Male,All,231.3,"Detroit, MI",215.3,247.3
2303,"All Types of Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2014,Male,All,259.7,"Columbus, OH",237.8,281.7
2304,"All Types of Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2014,Male,All,264.8,"Philadelphia, PA",228.2,252.1
2305,"All Types of Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2015,Both,All,126.4,"Seattle, WA",117.9,135.6
2306,"All Types of Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2015,Both,All,143.5,"San Antonio, TX",137.9,149.2
2309,"All Types of Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2015,Both,All,148.9,"Fort Worth (Tarrant County), TX",143.0,154.8
2311,"All Types of Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2015,Both,All,160.5,"Oakland (Alameda County), CA",148.2,172.9
2312,"All Types of Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2015,Both,All,160.6,"Portland (Multnomah County), OR",151.4,169.7
2315,"All Types of Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2015,Both,All,165.6,"Las Vegas (Clark County), NV",159.6,171.6
2316,"All Types of Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2015,Both,All,172.2,"Indianapolis (Marion County), IN",163.5,181.1
2319,"All Types of Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2015,Both,All,189.2,"Philadelphia, PA",182.5,195.9
2320,"All Types of Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2015,Both,All,213.2,"Columbus, OH",200.5,225.9
2324,"All Types of Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2015,Both,Asian/PI,75.4,"Philadelphia, PA",56.8,94.0
2325,"All Types of Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2015,Both,Asian/PI,94.8,"San Antonio, TX",66.7,130.7
2326,"All Types of Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2015,Both,Asian/PI,97.8,"Seattle, WA",80.2,119.1
2329,"All Types of Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2015,Both,Asian/PI,100.7,"Portland (Multnomah County), OR",76.3,130.5
2330,"All Types of Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2015,Both,Asian/PI,111.9,"Fort Worth (Tarrant County), TX",87.2,141.4
2332,"All Types of Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2015,Both,Asian/PI,130.8,"Oakland (Alameda County), CA",108.9,152.6
2334,"All Types of Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2015,Both,Asian/PI,137.2,"Las Vegas (Clark County), NV",118.1,156.2
2335,"All Types of Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2015,Both,Asian/PI,275.2,"Columbus, OH",170.3,420.6
2337,"All Types of Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2015,Both,Black,161.7,"Seattle, WA",128.6,201.6
2339,"All Types of Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2015,Both,Black,178.7,"Las Vegas (Clark County), NV",157.4,200.0
2340,"All Types of Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2015,Both,Black,179.4,"San Antonio, TX",154.3,204.6
2341,"All Types of Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2015,Both,Black,186.2,"Fort Worth (Tarrant County), TX",166.1,206.2
2343,"All Types of Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2015,Both,Black,196.7,"Indianapolis (Marion County), IN",177.6,217.5
2344,"All Types of Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2015,Both,Black,205.7,"Philadelphia, PA",194.9,216.4
2346,"All Types of Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2015,Both,Black,221.2,"Portland (Multnomah County), OR",174.0,277.3
2347,"All Types of Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2015,Both,Black,222.9,"Columbus, OH",197.2,248.7
2348,"All Types of Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2015,Both,Black,230.3,"Oakland (Alameda County), CA",202.8,257.9
2351,"All Types of Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2015,Both,Hispanic,83.1,"Seattle, WA",46.6,142.4
2352,"All Types of Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2015,Both,Hispanic,101.9,"Fort Worth (Tarrant County), TX",87.5,116.3
2353,"All Types of Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2015,Both,Hispanic,106.5,"Portland (Multnomah County), OR",68.3,158.5
2355,"All Types of Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2015,Both,Hispanic,111.6,"Las Vegas (Clark County), NV",97.5,125.7
2357,"All Types of Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2015,Both,Hispanic,116.0,"Philadelphia, PA",96.2,135.7
2358,"All Types of Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2015,Both,Hispanic,120.6,"Oakland (Alameda County), CA",92.0,155.2
2359,"All Types of Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2015,Both,Hispanic,132.8,"San Antonio, TX",130.0,139.6
2365,"All Types of Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2015,Both,Multiracial,102.5,"Philadelphia, PA",50.6,154.4
2366,"All Types of Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2015,Both,Other,32.5,"Las Vegas (Clark County), NV",11.3,53.7
2369,"All Types of Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2015,Both,Other,166.8,"Seattle, WA",54.5,425.2
2375,"All Types of Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2015,Both,White,128.7,"Seattle, WA",118.4,140.0
2376,"All Types of Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2015,Both,White,138.1,"Oakland (Alameda County), CA",117.3,158.9
2377,"All Types of Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2015,Both,White,151.1,"San Antonio, TX",142.1,160.0
2378,"All Types of Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2015,Both,White,152.8,"Las Vegas (Clark County), NV",145.9,159.7
2379,"All Types of Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2015,Both,White,154.2,"Fort Worth (Tarrant County), TX",147.1,161.3
2381,"All Types of Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2015,Both,White,162.7,"Portland (Multnomah County), OR",152.8,172.6
2386,"All Types of Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2015,Both,White,170.7,"Philadelphia, PA",161.8,179.6
2387,"All Types of Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2015,Both,White,171.6,"Indianapolis (Marion County), IN",161.5,182.3
2388,"All Types of Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2015,Both,White,215.2,"Columbus, OH",199.9,230.6
2389,"All Types of Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2015,Female,All,104.2,"San Antonio, TX",95.0,113.3
2390,"All Types of Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2015,Female,All,114.7,"Seattle, WA",103.9,126.7
2392,"All Types of Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2015,Female,All,128.1,"Fort Worth (Tarrant County), TX",120.9,135.4
2396,"All Types of Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2015,Female,All,136.4,"Oakland (Alameda County), CA",121.3,151.6
2398,"All Types of Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2015,Female,All,147.1,"Portland (Multnomah County), OR",135.4,158.8
2399,"All Types of Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2015,Female,All,150.2,"Indianapolis (Marion County), IN",139.6,161.4
2400,"All Types of Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2015,Female,All,150.6,"Las Vegas (Clark County), NV",142.8,158.4
2402,"All Types of Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2015,Female,All,163.4,"Philadelphia, PA",155.3,171.5
2404,"All Types of Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2015,Female,All,184.3,"Columbus, OH",168.8,199.8
2410,"All Types of Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2015,Male,All,143.4,"Seattle, WA",129.4,158.6
2411,"All Types of Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2015,Male,All,168.0,"San Antonio, TX",154.0,181.9
2414,"All Types of Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2015,Male,All,180.3,"Fort Worth (Tarrant County), TX",170.1,190.5
2415,"All Types of Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2015,Male,All,181.4,"Portland (Multnomah County), OR",166.4,196.4
2416,"All Types of Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2015,Male,All,185.8,"Las Vegas (Clark County), NV",176.4,195.2
2418,"All Types of Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2015,Male,All,193.1,"Oakland (Alameda County), CA",172.4,213.8
2421,"All Types of Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2015,Male,All,204.6,"Indianapolis (Marion County), IN",190.0,220.2
2424,"All Types of Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2015,Male,All,229.9,"Philadelphia, PA",218.2,241.5
2425,"All Types of Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2015,Male,All,258.3,"Columbus, OH",236.2,280.4
2431,"All Types of Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2016,Both,All,144.0,"San Diego County, CA",140.0,148.1
2432,"All Types of Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2016,Both,All,154.0,"Oakland (Alameda County), CA",142.1,165.8
2433,"All Types of Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2016,Both,All,155.7,"Portland (Multnomah County), OR",146.8,164.7
2434,"All Types of Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2016,Both,All,168.6,"Indianapolis (Marion County), IN",160.1,177.4
2438,"All Types of Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2016,Both,All,192.8,"Philadelphia, PA",186.1,199.6
2439,"All Types of Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2016,Both,All,198.4,"Columbus, OH",186.2,210.6
2442,"All Types of Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2016,Both,Asian/PI,103.8,"San Diego County, CA",132.2,174.2
2444,"All Types of Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2016,Both,Asian/PI,116.8,"Oakland (Alameda County), CA",96.8,136.9
2445,"All Types of Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2016,Both,Asian/PI,121.2,"Portland (Multnomah County), OR",94.5,153.1
2446,"All Types of Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2016,Both,Asian/PI,126.7,"Philadelphia, PA",102.8,150.6
2450,"All Types of Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2016,Both,Black,153.2,"San Diego County, CA",148.3,158.7
2451,"All Types of Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2016,Both,Black,192.7,"Portland (Multnomah County), OR",150.8,242.7
2452,"All Types of Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2016,Both,Black,202.5,"Columbus, OH",178.2,226.8
2453,"All Types of Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2016,Both,Black,204.9,"Indianapolis (Marion County), IN",185.6,225.9
2455,"All Types of Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2016,Both,Black,213.9,"Oakland (Alameda County), CA",187.8,240.0
2456,"All Types of Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2016,Both,Black,214.5,"Philadelphia, PA",203.7,225.4
2459,"All Types of Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2016,Both,Hispanic,72.9,"Portland (Multnomah County), OR",43.2,115.2
2461,"All Types of Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2016,Both,Hispanic,116.9,"Philadelphia, PA",97.9,135.8
2462,"All Types of Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2016,Both,Hispanic,117.9,"Oakland (Alameda County), CA",90.2,151.5
2463,"All Types of Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2016,Both,Hispanic,130.1,"San Diego County, CA",121.2,139.1
2468,"All Types of Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2016,Both,Multiracial,60.6,"Philadelphia, PA",28.8,92.3
2469,"All Types of Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2016,Both,Other,117.4,"Oakland (Alameda County), CA",64.2,197.0
2474,"All Types of Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2016,Both,White,146.5,"Oakland (Alameda County), CA",125.1,168.0
2475,"All Types of Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2016,Both,White,153.5,"San Diego County, CA",148.3,158.7
2476,"All Types of Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2016,Both,White,155.4,"Portland (Multnomah County), OR",145.8,165.0
2479,"All Types of Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2016,Both,White,162.5,"Indianapolis (Marion County), IN",152.7,173.0
2480,"All Types of Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2016,Both,White,165.4,"Philadelphia, PA",156.6,174.2
2482,"All Types of Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2016,Both,White,202.6,"Columbus, OH",187.8,217.5
2483,"All Types of Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2016,Female,All,128.4,"San Diego County, CA",123.3,133.5
2484,"All Types of Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2016,Female,All,130.2,"Portland (Multnomah County), OR",119.2,141.2
2485,"All Types of Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2016,Female,All,142.5,"Indianapolis (Marion County), IN",132.3,153.4
2487,"All Types of Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2016,Female,All,147.0,"Oakland (Alameda County), CA",131.4,162.5
2490,"All Types of Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2016,Female,All,163.9,"Philadelphia, PA",155.8,172.1
2491,"All Types of Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2016,Female,All,168.4,"Columbus, OH",153.6,183.2
2492,"All Types of Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2016,Male,All,165.0,"Oakland (Alameda County), CA",146.3,183.6
2493,"All Types of Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2016,Male,All,165.8,"San Diego County, CA",159.3,172.2
2494,"All Types of Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2016,Male,All,191.7,"Portland (Multnomah County), OR",176.5,206.9
2495,"All Types of Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2016,Male,All,207.5,"Indianapolis (Marion County), IN",192.9,223.1
2499,"All Types of Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2016,Male,All,238.6,"Philadelphia, PA",226.8,250.3
2500,"All Types of Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2016,Male,All,240.8,"Columbus, OH",219.7,261.9
2503,"Female Breast Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2010,Female,All,17.7,"San Francisco, CA",15.6,20.1
2504,"Female Breast Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2010,Female,All,19.2,"Seattle, WA",14.6,25.2
2508,"Female Breast Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2010,Female,All,21.4,"San Diego County, CA",19.2,23.7
2511,"Female Breast Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2010,Female,All,22.7,"Indianapolis (Marion County), IN",18.6,27.5
2512,"Female Breast Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2010,Female,All,23.1,"Columbus, OH",18.0,29.3
2515,"Female Breast Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2010,Female,All,24.7,"Las Vegas (Clark County), NV",21.6,27.9
2518,"Female Breast Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2010,Female,All,26.7,"San Antonio, TX",23.2,30.2
2519,"Female Breast Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2010,Female,All,27.1,"Philadelphia, PA",23.8,30.5
2521,"Female Breast Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2010,Female,All,36.5,"Oakland (Alameda County), CA",28.8,45.6
2528,"Female Breast Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2010,Female,Asian/PI,11.4,"San Diego County, CA",7.1,17.2
2531,"Female Breast Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2010,Female,Asian/PI,13.8,"San Francisco, CA",11.0,17.3
2532,"Female Breast Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2010,Female,Asian/PI,18.8,"Las Vegas (Clark County), NV",10.5,27.0
2534,"Female Breast Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2010,Female,Asian/PI,32.3,"Oakland (Alameda County), CA",18.8,51.7
2542,"Female Breast Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2010,Female,Black,23.2,"Seattle, WA",7.4,55.6
2545,"Female Breast Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2010,Female,Black,28.5,"Columbus, OH",18.3,42.4
2547,"Female Breast Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2010,Female,Black,31.3,"San Francisco, CA",20.5,46.6
2550,"Female Breast Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2010,Female,Black,35.3,"Las Vegas (Clark County), NV",22.8,47.7
2555,"Female Breast Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2010,Female,Black,42.5,"Oakland (Alameda County), CA",28.7,60.7
2563,"Female Breast Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2010,Female,Hispanic,7.9,"Las Vegas (Clark County), NV",3.2,12.5
2567,"Female Breast Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2010,Female,Hispanic,13.6,"Oakland (Alameda County), CA",2.8,39.8
2570,"Female Breast Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2010,Female,Hispanic,15.4,"San Francisco, CA",9.8,23.1
2571,"Female Breast Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2010,Female,Hispanic,16.7,"San Diego County, CA",12.3,22.1
2573,"Female Breast Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2010,Female,Hispanic,25.8,"San Antonio, TX",20.8,30.7
2578,"Female Breast Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2010,Female,Other,3.8,"Las Vegas (Clark County), NV",0.0,11.4
2587,"Female Breast Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2010,Female,White,20.2,"San Francisco, CA",16.6,24.4
2591,"Female Breast Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2010,Female,White,21.5,"Columbus, OH",15.7,28.8
2594,"Female Breast Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2010,Female,White,22.0,"Seattle, WA",16.2,30.3
2598,"Female Breast Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2010,Female,White,24.4,"San Diego County, CA",21.4,27.5
2599,"Female Breast Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2010,Female,White,25.7,"San Antonio, TX",20.7,30.8
