,indicator,year,sex,race_ethnicity,value,place,95pc_con_lvl-low,95pc_con_lvl-high
21920,"Firearm-Related Mortality Rate (Age-Adjusted; Per 100,000 people)",2013,Both,Black,17.2,"Las Vegas (Clark County), NV",11.5,22.9
21922,"Firearm-Related Mortality Rate (Age-Adjusted; Per 100,000 people)",2013,Both,Black,24.4,"San Francisco, CA",17.1,33.8
21923,"Firearm-Related Mortality Rate (Age-Adjusted; Per 100,000 people)",2013,Both,Black,26.1,"Philadelphia, PA",22.3,29.9
21927,"Firearm-Related Mortality Rate (Age-Adjusted; Per 100,000 people)",2013,Both,Black,33.1,"Columbus, OH",25.5,42.3
21929,"Firearm-Related Mortality Rate (Age-Adjusted; Per 100,000 people)",2013,Both,Black,38.8,"Indianapolis (Marion County), IN",31.7,47.3
21932,"Firearm-Related Mortality Rate (Age-Adjusted; Per 100,000 people)",2013,Both,Black,46.3,"Oakland (Alameda County), CA",33.9,61.8
21935,"Firearm-Related Mortality Rate (Age-Adjusted; Per 100,000 people)",2013,Both,Hispanic,2.6,"San Diego County, CA",1.7,3.9
21938,"Firearm-Related Mortality Rate (Age-Adjusted; Per 100,000 people)",2013,Both,Hispanic,4.8,"Fort Worth (Tarrant County), TX",3.1,7.0
21939,"Firearm-Related Mortality Rate (Age-Adjusted; Per 100,000 people)",2013,Both,Hispanic,4.9,"San Francisco, CA",2.9,8.0
21943,"Firearm-Related Mortality Rate (Age-Adjusted; Per 100,000 people)",2013,Both,Hispanic,6.9,"Las Vegas (Clark County), NV",4.6,9.2
21947,"Firearm-Related Mortality Rate (Age-Adjusted; Per 100,000 people)",2013,Both,Hispanic,12.3,"Philadelphia, PA",7.8,16.9
21954,"Firearm-Related Mortality Rate (Age-Adjusted; Per 100,000 people)",2013,Both,Other,1.2,"Las Vegas (Clark County), NV",0.0,3.5
21961,"Firearm-Related Mortality Rate (Age-Adjusted; Per 100,000 people)",2013,Both,White,2.5,"San Francisco, CA",1.6,3.7
21968,"Firearm-Related Mortality Rate (Age-Adjusted; Per 100,000 people)",2013,Both,White,7.9,"Philadelphia, PA",5.8,9.9
21969,"Firearm-Related Mortality Rate (Age-Adjusted; Per 100,000 people)",2013,Both,White,8.8,"Portland (Multnomah County), OR",6.7,11.4
21970,"Firearm-Related Mortality Rate (Age-Adjusted; Per 100,000 people)",2013,Both,White,8.9,"San Diego County, CA",7.5,10.4
21972,"Firearm-Related Mortality Rate (Age-Adjusted; Per 100,000 people)",2013,Both,White,11.1,"Columbus, OH",7.9,15.1
21973,"Firearm-Related Mortality Rate (Age-Adjusted; Per 100,000 people)",2013,Both,White,11.2,"Fort Worth (Tarrant County), TX",9.1,13.3
21978,"Firearm-Related Mortality Rate (Age-Adjusted; Per 100,000 people)",2013,Both,White,15.9,"Las Vegas (Clark County), NV",13.5,18.3
21979,"Firearm-Related Mortality Rate (Age-Adjusted; Per 100,000 people)",2013,Both,White,19.6,"Oakland (Alameda County), CA",12.2,30.0
21982,"Firearm-Related Mortality Rate (Age-Adjusted; Per 100,000 people)",2013,Female,All,0.9,"San Francisco, CA",0.5,1.6
21984,"Firearm-Related Mortality Rate (Age-Adjusted; Per 100,000 people)",2013,Female,All,2.0,"San Diego County, CA",1.3,2.8
21986,"Firearm-Related Mortality Rate (Age-Adjusted; Per 100,000 people)",2013,Female,All,2.4,"Philadelphia, PA",1.4,3.4
21989,"Firearm-Related Mortality Rate (Age-Adjusted; Per 100,000 people)",2013,Female,All,3.1,"Fort Worth (Tarrant County), TX",2.1,4.5
21993,"Firearm-Related Mortality Rate (Age-Adjusted; Per 100,000 people)",2013,Female,All,4.2,"Las Vegas (Clark County), NV",2.9,5.5
21994,"Firearm-Related Mortality Rate (Age-Adjusted; Per 100,000 people)",2013,Female,All,4.9,"Oakland (Alameda County), CA",2.3,9.0
22001,"Firearm-Related Mortality Rate (Age-Adjusted; Per 100,000 people)",2013,Male,All,6.7,"San Francisco, CA",5.3,8.3
22003,"Firearm-Related Mortality Rate (Age-Adjusted; Per 100,000 people)",2013,Male,All,11.8,"San Diego County, CA",10.0,13.5
22007,"Firearm-Related Mortality Rate (Age-Adjusted; Per 100,000 people)",2013,Male,All,16.7,"Portland (Multnomah County), OR",12.8,21.4
22009,"Firearm-Related Mortality Rate (Age-Adjusted; Per 100,000 people)",2013,Male,All,18.2,"Fort Worth (Tarrant County), TX",15.3,21.1
22013,"Firearm-Related Mortality Rate (Age-Adjusted; Per 100,000 people)",2013,Male,All,21.0,"Las Vegas (Clark County), NV",18.1,23.9
22015,"Firearm-Related Mortality Rate (Age-Adjusted; Per 100,000 people)",2013,Male,All,32.1,"Columbus, OH",26.1,39.1
22016,"Firearm-Related Mortality Rate (Age-Adjusted; Per 100,000 people)",2013,Male,All,32.1,"Philadelphia, PA",28.1,36.1
22017,"Firearm-Related Mortality Rate (Age-Adjusted; Per 100,000 people)",2013,Male,All,35.2,"Oakland (Alameda County), CA",27.3,44.6
22018,"Firearm-Related Mortality Rate (Age-Adjusted; Per 100,000 people)",2013,Male,All,38.8,"Indianapolis (Marion County), IN",33.1,45.3
22023,"Firearm-Related Mortality Rate (Age-Adjusted; Per 100,000 people)",2014,Both,All,5.8,"San Diego County, CA",4.9,6.6
22024,"Firearm-Related Mortality Rate (Age-Adjusted; Per 100,000 people)",2014,Both,All,6.4,"Seattle, WA",4.6,8.9
22027,"Firearm-Related Mortality Rate (Age-Adjusted; Per 100,000 people)",2014,Both,All,10.0,"San Antonio, TX",8.5,11.5
22028,"Firearm-Related Mortality Rate (Age-Adjusted; Per 100,000 people)",2014,Both,All,10.1,"Portland (Multnomah County), OR",8.0,12.6
22031,"Firearm-Related Mortality Rate (Age-Adjusted; Per 100,000 people)",2014,Both,All,14.3,"Las Vegas (Clark County), NV",12.6,16.0
22033,"Firearm-Related Mortality Rate (Age-Adjusted; Per 100,000 people)",2014,Both,All,16.1,"Philadelphia, PA",14.1,18.0
22034,"Firearm-Related Mortality Rate (Age-Adjusted; Per 100,000 people)",2014,Both,All,17.5,"Columbus, OH",14.2,20.9
22035,"Firearm-Related Mortality Rate (Age-Adjusted; Per 100,000 people)",2014,Both,All,19.8,"Indianapolis (Marion County), IN",17.0,22.9
22042,"Firearm-Related Mortality Rate (Age-Adjusted; Per 100,000 people)",2014,Both,Asian/PI,3.4,"Las Vegas (Clark County), NV",0.9,5.9
22043,"Firearm-Related Mortality Rate (Age-Adjusted; Per 100,000 people)",2014,Both,Asian/PI,5.5,"Seattle, WA",1.9,13.9
22053,"Firearm-Related Mortality Rate (Age-Adjusted; Per 100,000 people)",2014,Both,Black,9.4,"Fort Worth (Tarrant County), TX",6.2,13.6
22058,"Firearm-Related Mortality Rate (Age-Adjusted; Per 100,000 people)",2014,Both,Black,18.9,"San Antonio, TX",12.5,27.5
22059,"Firearm-Related Mortality Rate (Age-Adjusted; Per 100,000 people)",2014,Both,Black,20.3,"Seattle, WA",10.5,37.4
22062,"Firearm-Related Mortality Rate (Age-Adjusted; Per 100,000 people)",2014,Both,Black,26.0,"Philadelphia, PA",22.2,29.7
22063,"Firearm-Related Mortality Rate (Age-Adjusted; Per 100,000 people)",2014,Both,Black,26.9,"Las Vegas (Clark County), NV",19.8,34.0
22065,"Firearm-Related Mortality Rate (Age-Adjusted; Per 100,000 people)",2014,Both,Black,32.6,"Columbus, OH",25.0,41.8
22067,"Firearm-Related Mortality Rate (Age-Adjusted; Per 100,000 people)",2014,Both,Black,36.3,"Indianapolis (Marion County), IN",29.3,44.8
22068,"Firearm-Related Mortality Rate (Age-Adjusted; Per 100,000 people)",2014,Both,Black,36.7,"Detroit, MI",31.8,41.6
22072,"Firearm-Related Mortality Rate (Age-Adjusted; Per 100,000 people)",2014,Both,Hispanic,2.9,"San Diego County, CA",1.9,4.3
22076,"Firearm-Related Mortality Rate (Age-Adjusted; Per 100,000 people)",2014,Both,Hispanic,5.8,"Fort Worth (Tarrant County), TX",4.0,8.2
22078,"Firearm-Related Mortality Rate (Age-Adjusted; Per 100,000 people)",2014,Both,Hispanic,7.6,"Las Vegas (Clark County), NV",5.3,10.0
22079,"Firearm-Related Mortality Rate (Age-Adjusted; Per 100,000 people)",2014,Both,Hispanic,7.8,"San Antonio, TX",6.2,9.7
22082,"Firearm-Related Mortality Rate (Age-Adjusted; Per 100,000 people)",2014,Both,Hispanic,14.0,"Philadelphia, PA",9.2,18.9
22083,"Firearm-Related Mortality Rate (Age-Adjusted; Per 100,000 people)",2014,Both,Hispanic,16.5,"Detroit, MI",4.3,28.7
22090,"Firearm-Related Mortality Rate (Age-Adjusted; Per 100,000 people)",2014,Both,Other,1.2,"Las Vegas (Clark County), NV",0.0,3.5
22099,"Firearm-Related Mortality Rate (Age-Adjusted; Per 100,000 people)",2014,Both,White,4.7,"Seattle, WA",2.9,7.7
22101,"Firearm-Related Mortality Rate (Age-Adjusted; Per 100,000 people)",2014,Both,White,6.6,"Philadelphia, PA",4.7,8.4
22102,"Firearm-Related Mortality Rate (Age-Adjusted; Per 100,000 people)",2014,Both,White,7.3,"San Diego County, CA",6.1,8.6
22105,"Firearm-Related Mortality Rate (Age-Adjusted; Per 100,000 people)",2014,Both,White,10.6,"Portland (Multnomah County), OR",8.2,13.4
22108,"Firearm-Related Mortality Rate (Age-Adjusted; Per 100,000 people)",2014,Both,White,11.6,"San Antonio, TX",9.0,14.8
22109,"Firearm-Related Mortality Rate (Age-Adjusted; Per 100,000 people)",2014,Both,White,12.2,"Columbus, OH",8.9,16.3
22110,"Firearm-Related Mortality Rate (Age-Adjusted; Per 100,000 people)",2014,Both,White,13.6,"Indianapolis (Marion County), IN",10.7,17.1
22111,"Firearm-Related Mortality Rate (Age-Adjusted; Per 100,000 people)",2014,Both,White,16.4,"Las Vegas (Clark County), NV",14.0,18.9
22113,"Firearm-Related Mortality Rate (Age-Adjusted; Per 100,000 people)",2014,Both,White,20.1,"Detroit, MI",11.3,28.9
22119,"Firearm-Related Mortality Rate (Age-Adjusted; Per 100,000 people)",2014,Female,All,2.8,"Seattle, WA",1.2,6.1
22120,"Firearm-Related Mortality Rate (Age-Adjusted; Per 100,000 people)",2014,Female,All,3.0,"Philadelphia, PA",1.8,4.2
22122,"Firearm-Related Mortality Rate (Age-Adjusted; Per 100,000 people)",2014,Female,All,3.3,"San Antonio, TX",2.2,4.7
22124,"Firearm-Related Mortality Rate (Age-Adjusted; Per 100,000 people)",2014,Female,All,4.6,"Las Vegas (Clark County), NV",3.3,5.9
22127,"Firearm-Related Mortality Rate (Age-Adjusted; Per 100,000 people)",2014,Female,All,9.9,"Detroit, MI",6.7,13.1
22133,"Firearm-Related Mortality Rate (Age-Adjusted; Per 100,000 people)",2014,Male,All,10.2,"Seattle, WA",7.0,14.8
22134,"Firearm-Related Mortality Rate (Age-Adjusted; Per 100,000 people)",2014,Male,All,10.7,"San Diego County, CA",9.1,12.3
22137,"Firearm-Related Mortality Rate (Age-Adjusted; Per 100,000 people)",2014,Male,All,17.0,"Portland (Multnomah County), OR",13.0,21.8
22138,"Firearm-Related Mortality Rate (Age-Adjusted; Per 100,000 people)",2014,Male,All,17.3,"Fort Worth (Tarrant County), TX",14.5,20.1
22143,"Firearm-Related Mortality Rate (Age-Adjusted; Per 100,000 people)",2014,Male,All,24.6,"Las Vegas (Clark County), NV",21.4,27.7
22144,"Firearm-Related Mortality Rate (Age-Adjusted; Per 100,000 people)",2014,Male,All,30.6,"Philadelphia, PA",26.7,34.5
22145,"Firearm-Related Mortality Rate (Age-Adjusted; Per 100,000 people)",2014,Male,All,30.9,"Columbus, OH",25.0,37.8
22147,"Firearm-Related Mortality Rate (Age-Adjusted; Per 100,000 people)",2014,Male,All,36.3,"Indianapolis (Marion County), IN",30.8,42.6
22148,"Firearm-Related Mortality Rate (Age-Adjusted; Per 100,000 people)",2014,Male,All,61.6,"Detroit, MI",53.2,70.0
22151,"Firearm-Related Mortality Rate (Age-Adjusted; Per 100,000 people)",2015,Both,All,6.0,"San Diego County, CA",5.1,6.8
22152,"Firearm-Related Mortality Rate (Age-Adjusted; Per 100,000 people)",2015,Both,All,6.5,"Seattle, WA",4.7,8.9
22154,"Firearm-Related Mortality Rate (Age-Adjusted; Per 100,000 people)",2015,Both,All,10.5,"San Antonio, TX",9.0,12.0
22156,"Firearm-Related Mortality Rate (Age-Adjusted; Per 100,000 people)",2015,Both,All,13.5,"Las Vegas (Clark County), NV",11.9,15.1
22157,"Firearm-Related Mortality Rate (Age-Adjusted; Per 100,000 people)",2015,Both,All,18.1,"Oakland (Alameda County), CA",14.2,22.8
22158,"Firearm-Related Mortality Rate (Age-Adjusted; Per 100,000 people)",2015,Both,All,18.9,"Philadelphia, PA",16.8,21.0
22159,"Firearm-Related Mortality Rate (Age-Adjusted; Per 100,000 people)",2015,Both,All,19.7,"Columbus, OH",16.2,23.2
22163,"Firearm-Related Mortality Rate (Age-Adjusted; Per 100,000 people)",2015,Both,Asian/PI,4.6,"Las Vegas (Clark County), NV",1.6,7.7
22164,"Firearm-Related Mortality Rate (Age-Adjusted; Per 100,000 people)",2015,Both,Asian/PI,6.8,"Seattle, WA",2.5,15.9
22175,"Firearm-Related Mortality Rate (Age-Adjusted; Per 100,000 people)",2015,Both,Black,11.8,"San Diego County, CA",7.2,18.3
22176,"Firearm-Related Mortality Rate (Age-Adjusted; Per 100,000 people)",2015,Both,Black,11.9,"Fort Worth (Tarrant County), TX",8.5,16.1
22177,"Firearm-Related Mortality Rate (Age-Adjusted; Per 100,000 people)",2015,Both,Black,14.9,"San Antonio, TX",9.2,22.7
22179,"Firearm-Related Mortality Rate (Age-Adjusted; Per 100,000 people)",2015,Both,Black,18.1,"Seattle, WA",9.0,34.1
22180,"Firearm-Related Mortality Rate (Age-Adjusted; Per 100,000 people)",2015,Both,Black,22.4,"Las Vegas (Clark County), NV",15.9,29.0
22182,"Firearm-Related Mortality Rate (Age-Adjusted; Per 100,000 people)",2015,Both,Black,29.5,"Philadelphia, PA",25.5,33.5
22184,"Firearm-Related Mortality Rate (Age-Adjusted; Per 100,000 people)",2015,Both,Black,35.9,"Columbus, OH",27.9,45.5
22185,"Firearm-Related Mortality Rate (Age-Adjusted; Per 100,000 people)",2015,Both,Black,43.4,"Indianapolis (Marion County), IN",35.7,52.5
22186,"Firearm-Related Mortality Rate (Age-Adjusted; Per 100,000 people)",2015,Both,Black,45.7,"Oakland (Alameda County), CA",33.3,61.2
22190,"Firearm-Related Mortality Rate (Age-Adjusted; Per 100,000 people)",2015,Both,Hispanic,3.1,"San Diego County, CA",2.1,4.5
22191,"Firearm-Related Mortality Rate (Age-Adjusted; Per 100,000 people)",2015,Both,Hispanic,4.0,"Fort Worth (Tarrant County), TX",2.5,6.2
22194,"Firearm-Related Mortality Rate (Age-Adjusted; Per 100,000 people)",2015,Both,Hispanic,7.1,"Las Vegas (Clark County), NV",4.9,9.2
22196,"Firearm-Related Mortality Rate (Age-Adjusted; Per 100,000 people)",2015,Both,Hispanic,8.4,"San Antonio, TX",6.8,10.2
22197,"Firearm-Related Mortality Rate (Age-Adjusted; Per 100,000 people)",2015,Both,Hispanic,14.5,"Oakland (Alameda County), CA",8.6,22.8
22198,"Firearm-Related Mortality Rate (Age-Adjusted; Per 100,000 people)",2015,Both,Hispanic,19.5,"Philadelphia, PA",13.8,25.3
22214,"Firearm-Related Mortality Rate (Age-Adjusted; Per 100,000 people)",2015,Both,White,6.7,"Philadelphia, PA",4.8,8.7
22215,"Firearm-Related Mortality Rate (Age-Adjusted; Per 100,000 people)",2015,Both,White,7.6,"San Diego County, CA",6.2,8.9
22217,"Firearm-Related Mortality Rate (Age-Adjusted; Per 100,000 people)",2015,Both,White,12.8,"Columbus, OH",9.4,17.0
22218,"Firearm-Related Mortality Rate (Age-Adjusted; Per 100,000 people)",2015,Both,White,13.3,"Fort Worth (Tarrant County), TX",11.0,15.6
22220,"Firearm-Related Mortality Rate (Age-Adjusted; Per 100,000 people)",2015,Both,White,13.5,"Las Vegas (Clark County), NV",11.4,15.7
22221,"Firearm-Related Mortality Rate (Age-Adjusted; Per 100,000 people)",2015,Both,White,13.6,"San Antonio, TX",10.7,16.9
22222,"Firearm-Related Mortality Rate (Age-Adjusted; Per 100,000 people)",2015,Both,White,14.4,"Indianapolis (Marion County), IN",11.4,18.1
22228,"Firearm-Related Mortality Rate (Age-Adjusted; Per 100,000 people)",2015,Female,All,1.7,"San Diego County, CA",1.1,2.4
22229,"Firearm-Related Mortality Rate (Age-Adjusted; Per 100,000 people)",2015,Female,All,2.3,"Philadelphia, PA",1.3,3.3
22230,"Firearm-Related Mortality Rate (Age-Adjusted; Per 100,000 people)",2015,Female,All,2.9,"Fort Worth (Tarrant County), TX",1.9,4.2
22231,"Firearm-Related Mortality Rate (Age-Adjusted; Per 100,000 people)",2015,Female,All,2.9,"San Antonio, TX",1.9,4.2
22233,"Firearm-Related Mortality Rate (Age-Adjusted; Per 100,000 people)",2015,Female,All,5.1,"Las Vegas (Clark County), NV",3.7,6.6
22248,"Firearm-Related Mortality Rate (Age-Adjusted; Per 100,000 people)",2015,Male,All,10.6,"San Diego County, CA",9.0,12.2
22249,"Firearm-Related Mortality Rate (Age-Adjusted; Per 100,000 people)",2015,Male,All,12.0,"Seattle, WA",8.6,16.8
22251,"Firearm-Related Mortality Rate (Age-Adjusted; Per 100,000 people)",2015,Male,All,18.5,"San Antonio, TX",15.7,21.2
22252,"Firearm-Related Mortality Rate (Age-Adjusted; Per 100,000 people)",2015,Male,All,18.8,"Fort Worth (Tarrant County), TX",15.9,21.7
22255,"Firearm-Related Mortality Rate (Age-Adjusted; Per 100,000 people)",2015,Male,All,22.3,"Las Vegas (Clark County), NV",19.3,25.2
22256,"Firearm-Related Mortality Rate (Age-Adjusted; Per 100,000 people)",2015,Male,All,33.3,"Oakland (Alameda County), CA",25.8,42.4
22257,"Firearm-Related Mortality Rate (Age-Adjusted; Per 100,000 people)",2015,Male,All,34.6,"Columbus, OH",27.8,41.3
22258,"Firearm-Related Mortality Rate (Age-Adjusted; Per 100,000 people)",2015,Male,All,37.0,"Philadelphia, PA",32.7,41.3
22259,"Firearm-Related Mortality Rate (Age-Adjusted; Per 100,000 people)",2015,Male,All,37.9,"Indianapolis (Marion County), IN",32.4,44.3
22266,"Firearm-Related Mortality Rate (Age-Adjusted; Per 100,000 people)",2016,Both,All,6.1,"San Diego County, CA",5.3,7.0
22268,"Firearm-Related Mortality Rate (Age-Adjusted; Per 100,000 people)",2016,Both,All,17.2,"Columbus, OH",13.9,20.5
22269,"Firearm-Related Mortality Rate (Age-Adjusted; Per 100,000 people)",2016,Both,All,17.7,"Oakland (Alameda County), CA",13.9,22.1
22270,"Firearm-Related Mortality Rate (Age-Adjusted; Per 100,000 people)",2016,Both,All,17.9,"Philadelphia, PA",15.9,19.9
22271,"Firearm-Related Mortality Rate (Age-Adjusted; Per 100,000 people)",2016,Both,All,22.2,"Indianapolis (Marion County), IN",19.3,25.5
22282,"Firearm-Related Mortality Rate (Age-Adjusted; Per 100,000 people)",2016,Both,Black,15.8,"San Diego County, CA",10.4,23.0
22285,"Firearm-Related Mortality Rate (Age-Adjusted; Per 100,000 people)",2016,Both,Black,33.1,"Columbus, OH",25.5,42.3
22286,"Firearm-Related Mortality Rate (Age-Adjusted; Per 100,000 people)",2016,Both,Black,46.5,"Indianapolis (Marion County), IN",38.8,55.8
22287,"Firearm-Related Mortality Rate (Age-Adjusted; Per 100,000 people)",2016,Both,Black,46.7,"Oakland (Alameda County), CA",34.1,62.5
22290,"Firearm-Related Mortality Rate (Age-Adjusted; Per 100,000 people)",2016,Both,Hispanic,3.1,"San Diego County, CA",2.1,4.3
22292,"Firearm-Related Mortality Rate (Age-Adjusted; Per 100,000 people)",2016,Both,Hispanic,13.6,"Oakland (Alameda County), CA",7.9,21.7
22302,"Firearm-Related Mortality Rate (Age-Adjusted; Per 100,000 people)",2016,Both,White,7.3,"San Diego County, CA",6.0,8.6
22303,"Firearm-Related Mortality Rate (Age-Adjusted; Per 100,000 people)",2016,Both,White,8.5,"Oakland (Alameda County), CA",4.1,15.5
22304,"Firearm-Related Mortality Rate (Age-Adjusted; Per 100,000 people)",2016,Both,White,9.5,"Columbus, OH",6.6,13.2
22306,"Firearm-Related Mortality Rate (Age-Adjusted; Per 100,000 people)",2016,Both,White,12.8,"Indianapolis (Marion County), IN",9.9,16.4
22309,"Firearm-Related Mortality Rate (Age-Adjusted; Per 100,000 people)",2016,Female,All,2.3,"Philadelphia, PA",1.3,3.4
22317,"Firearm-Related Mortality Rate (Age-Adjusted; Per 100,000 people)",2016,Male,All,10.8,"San Diego County, CA",9.2,12.4
22320,"Firearm-Related Mortality Rate (Age-Adjusted; Per 100,000 people)",2016,Male,All,30.3,"Columbus, OH",24.6,36.9
22321,"Firearm-Related Mortality Rate (Age-Adjusted; Per 100,000 people)",2016,Male,All,32.8,"Oakland (Alameda County), CA",25.4,41.6
22322,"Firearm-Related Mortality Rate (Age-Adjusted; Per 100,000 people)",2016,Male,All,34.8,"Philadelphia, PA",30.7,38.9
22323,"Firearm-Related Mortality Rate (Age-Adjusted; Per 100,000 people)",2016,Male,All,40.8,"Indianapolis (Marion County), IN",35.0,47.4
22327,"Homicide Rate (Age-Adjusted; Per 100,000 people)",2010,Both,All,3.4,"Seattle, WA",2.1,5.5
22331,"Homicide Rate (Age-Adjusted; Per 100,000 people)",2010,Both,All,6.1,"San Antonio, TX",5.0,7.3
22332,"Homicide Rate (Age-Adjusted; Per 100,000 people)",2010,Both,All,6.1,"San Francisco, CA",5.1,7.2
22334,"Homicide Rate (Age-Adjusted; Per 100,000 people)",2010,Both,All,6.9,"Las Vegas (Clark County), NV",5.7,8.1
22337,"Homicide Rate (Age-Adjusted; Per 100,000 people)",2010,Both,All,11.5,"Indianapolis (Marion County), IN",9.5,14.0
22338,"Homicide Rate (Age-Adjusted; Per 100,000 people)",2010,Both,All,12.0,"Columbus, OH",9.5,14.9
22341,"Homicide Rate (Age-Adjusted; Per 100,000 people)",2010,Both,All,17.5,"Oakland (Alameda County), CA",13.6,22.1
22346,"Homicide Rate (Age-Adjusted; Per 100,000 people)",2010,Both,Asian/PI,2.1,"Las Vegas (Clark County), NV",0.0,4.2
22347,"Homicide Rate (Age-Adjusted; Per 100,000 people)",2010,Both,Asian/PI,3.2,"San Francisco, CA",2.1,4.6
22348,"Homicide Rate (Age-Adjusted; Per 100,000 people)",2010,Both,Asian/PI,8.1,"Seattle, WA",3.0,19.7
22352,"Homicide Rate (Age-Adjusted; Per 100,000 people)",2010,Both,Black,14.2,"Seattle, WA",5.7,31.6
22354,"Homicide Rate (Age-Adjusted; Per 100,000 people)",2010,Both,Black,16.8,"Las Vegas (Clark County), NV",11.2,22.3
22357,"Homicide Rate (Age-Adjusted; Per 100,000 people)",2010,Both,Black,27.5,"Indianapolis (Marion County), IN",21.4,35.2
22358,"Homicide Rate (Age-Adjusted; Per 100,000 people)",2010,Both,Black,28.2,"Columbus, OH",21.3,36.6
22365,"Homicide Rate (Age-Adjusted; Per 100,000 people)",2010,Both,Black,46.0,"San Francisco, CA",35.9,58.3
22367,"Homicide Rate (Age-Adjusted; Per 100,000 people)",2010,Both,Black,56.0,"Oakland (Alameda County), CA",42.6,72.2
22371,"Homicide Rate (Age-Adjusted; Per 100,000 people)",2010,Both,Hispanic,4.6,"San Francisco, CA",2.7,7.5
22374,"Homicide Rate (Age-Adjusted; Per 100,000 people)",2010,Both,Hispanic,6.3,"San Antonio, TX",4.8,8.0
22379,"Homicide Rate (Age-Adjusted; Per 100,000 people)",2010,Both,Hispanic,9.2,"Las Vegas (Clark County), NV",6.6,11.8
22385,"Homicide Rate (Age-Adjusted; Per 100,000 people)",2010,Both,Other,2.9,"Las Vegas (Clark County), NV",0.0,6.8
22391,"Homicide Rate (Age-Adjusted; Per 100,000 people)",2010,Both,White,1.3,"Seattle, WA",0.5,3.7
22398,"Homicide Rate (Age-Adjusted; Per 100,000 people)",2010,Both,White,2.7,"San Francisco, CA",1.8,3.9
22400,"Homicide Rate (Age-Adjusted; Per 100,000 people)",2010,Both,White,3.5,"San Antonio, TX",2.1,5.4
22402,"Homicide Rate (Age-Adjusted; Per 100,000 people)",2010,Both,White,4.7,"Las Vegas (Clark County), NV",3.3,6.1
22403,"Homicide Rate (Age-Adjusted; Per 100,000 people)",2010,Both,White,5.4,"Columbus, OH",3.4,8.3
22410,"Homicide Rate (Age-Adjusted; Per 100,000 people)",2010,Female,All,1.7,"San Francisco, CA",1.1,2.6
22411,"Homicide Rate (Age-Adjusted; Per 100,000 people)",2010,Female,All,2.7,"Seattle, WA",1.1,6.0
22422,"Homicide Rate (Age-Adjusted; Per 100,000 people)",2010,Male,All,4.1,"Seattle, WA",2.2,7.5
22424,"Homicide Rate (Age-Adjusted; Per 100,000 people)",2010,Male,All,9.5,"Las Vegas (Clark County), NV",7.6,11.4
22425,"Homicide Rate (Age-Adjusted; Per 100,000 people)",2010,Male,All,9.5,"San Antonio, TX",7.6,11.8
22427,"Homicide Rate (Age-Adjusted; Per 100,000 people)",2010,Male,All,10.4,"San Francisco, CA",8.6,12.4
22431,"Homicide Rate (Age-Adjusted; Per 100,000 people)",2010,Male,All,20.9,"Columbus, OH",16.3,26.3
22435,"Homicide Rate (Age-Adjusted; Per 100,000 people)",2010,Male,All,32.7,"Oakland (Alameda County), CA",25.2,41.8
22440,"Homicide Rate (Age-Adjusted; Per 100,000 people)",2011,Both,All,3.2,"Portland (Multnomah County), OR",2.0,4.7
22451,"Homicide Rate (Age-Adjusted; Per 100,000 people)",2011,Both,All,10.8,"Indianapolis (Marion County), IN",8.8,13.2
22453,"Homicide Rate (Age-Adjusted; Per 100,000 people)",2011,Both,All,13.6,"Columbus, OH",10.8,16.7
22463,"Homicide Rate (Age-Adjusted; Per 100,000 people)",2011,Both,Asian/PI,1.6,"Las Vegas (Clark County), NV",0.0,3.4
22474,"Homicide Rate (Age-Adjusted; Per 100,000 people)",2011,Both,Black,16.8,"Las Vegas (Clark County), NV",11.2,22.5
22480,"Homicide Rate (Age-Adjusted; Per 100,000 people)",2011,Both,Black,27.2,"Indianapolis (Marion County), IN",21.2,35.0
22483,"Homicide Rate (Age-Adjusted; Per 100,000 people)",2011,Both,Black,30.1,"Columbus, OH",22.8,38.8
22492,"Homicide Rate (Age-Adjusted; Per 100,000 people)",2011,Both,Hispanic,3.0,"Las Vegas (Clark County), NV",1.7,4.4
22523,"Homicide Rate (Age-Adjusted; Per 100,000 people)",2011,Both,White,3.8,"Las Vegas (Clark County), NV",2.5,5.1
22528,"Homicide Rate (Age-Adjusted; Per 100,000 people)",2011,Both,White,6.8,"Columbus, OH",4.2,10.3
22536,"Homicide Rate (Age-Adjusted; Per 100,000 people)",2011,Female,All,2.0,"Las Vegas (Clark County), NV",1.1,2.9
22556,"Homicide Rate (Age-Adjusted; Per 100,000 people)",2011,Male,All,7.1,"Las Vegas (Clark County), NV",5.4,8.7
22566,"Homicide Rate (Age-Adjusted; Per 100,000 people)",2011,Male,All,18.1,"Indianapolis (Marion County), IN",14.4,22.6
22567,"Homicide Rate (Age-Adjusted; Per 100,000 people)",2011,Male,All,23.9,"Columbus, OH",18.8,29.9
22575,"Homicide Rate (Age-Adjusted; Per 100,000 people)",2012,Both,All,3.2,"Portland (Multnomah County), OR",2.1,4.7
22578,"Homicide Rate (Age-Adjusted; Per 100,000 people)",2012,Both,All,4.8,"Las Vegas (Clark County), NV",3.8,5.8
22589,"Homicide Rate (Age-Adjusted; Per 100,000 people)",2012,Both,All,11.2,"Indianapolis (Marion County), IN",9.2,13.7
22591,"Homicide Rate (Age-Adjusted; Per 100,000 people)",2012,Both,All,13.3,"Columbus, OH",10.6,16.5
