,indicator,year,sex,race_ethnicity,value,place,95pc_con_lvl-low,95pc_con_lvl-high
25470,"All-Cause Mortality Rate (Age-Adjusted; Per 100,000 people)",2013,Both,White,667.5,"San Diego County, CA",656.5,678.6
25477,"All-Cause Mortality Rate (Age-Adjusted; Per 100,000 people)",2013,Both,White,767.5,"Indianapolis (Marion County), IN",745.8,789.7
25478,"All-Cause Mortality Rate (Age-Adjusted; Per 100,000 people)",2013,Both,White,768.7,"Portland (Multnomah County), OR",746.9,790.4
25481,"All-Cause Mortality Rate (Age-Adjusted; Per 100,000 people)",2013,Both,White,782.2,"Fort Worth (Tarrant County), TX",765.6,798.9
25482,"All-Cause Mortality Rate (Age-Adjusted; Per 100,000 people)",2013,Both,White,881.3,"Las Vegas (Clark County), NV",864.2,898.5
25484,"All-Cause Mortality Rate (Age-Adjusted; Per 100,000 people)",2013,Both,White,957.4,"Columbus, OH",925.0,989.8
25485,"All-Cause Mortality Rate (Age-Adjusted; Per 100,000 people)",2013,Female,All,458.2,"San Francisco, CA",447.7,468.9
25491,"All-Cause Mortality Rate (Age-Adjusted; Per 100,000 people)",2013,Female,All,519.8,"San Diego County, CA",509.4,530.2
25493,"All-Cause Mortality Rate (Age-Adjusted; Per 100,000 people)",2013,Female,All,571.0,"Oakland (Alameda County), CA",539.9,602.2
25498,"All-Cause Mortality Rate (Age-Adjusted; Per 100,000 people)",2013,Female,All,641.3,"Portland (Multnomah County), OR",616.9,665.7
25499,"All-Cause Mortality Rate (Age-Adjusted; Per 100,000 people)",2013,Female,All,654.7,"Fort Worth (Tarrant County), TX",637.8,671.6
25500,"All-Cause Mortality Rate (Age-Adjusted; Per 100,000 people)",2013,Female,All,655.6,"Indianapolis (Marion County), IN",633.4,678.4
25503,"All-Cause Mortality Rate (Age-Adjusted; Per 100,000 people)",2013,Female,All,710.5,"Las Vegas (Clark County), NV",693.1,727.9
25504,"All-Cause Mortality Rate (Age-Adjusted; Per 100,000 people)",2013,Female,All,720.5,"Philadelphia, PA",703.7,737.3
25505,"All-Cause Mortality Rate (Age-Adjusted; Per 100,000 people)",2013,Female,All,812.4,"Columbus, OH",780.3,844.5
25509,"All-Cause Mortality Rate (Age-Adjusted; Per 100,000 people)",2013,Male,All,719.7,"San Francisco, CA",704.6,735.2
25511,"All-Cause Mortality Rate (Age-Adjusted; Per 100,000 people)",2013,Male,All,737.8,"San Diego County, CA",723.5,752.1
25515,"All-Cause Mortality Rate (Age-Adjusted; Per 100,000 people)",2013,Male,All,828.3,"Oakland (Alameda County), CA",784.2,872.4
25517,"All-Cause Mortality Rate (Age-Adjusted; Per 100,000 people)",2013,Male,All,857.2,"Fort Worth (Tarrant County), TX",833.9,880.6
25519,"All-Cause Mortality Rate (Age-Adjusted; Per 100,000 people)",2013,Male,All,914.5,"Portland (Multnomah County), OR",879.6,949.4
25522,"All-Cause Mortality Rate (Age-Adjusted; Per 100,000 people)",2013,Male,All,958.0,"Indianapolis (Marion County), IN",925.7,991.3
25523,"All-Cause Mortality Rate (Age-Adjusted; Per 100,000 people)",2013,Male,All,962.1,"Las Vegas (Clark County), NV",940.4,983.8
25526,"All-Cause Mortality Rate (Age-Adjusted; Per 100,000 people)",2013,Male,All,1059.4,"Philadelphia, PA",1034.2,1084.6
25527,"All-Cause Mortality Rate (Age-Adjusted; Per 100,000 people)",2013,Male,All,1138.3,"Columbus, OH",1091.8,1184.7
25530,"All-Cause Mortality Rate (Age-Adjusted; Per 100,000 people)",2014,Both,All,568.7,"Seattle, WA",550.3,587.7
25532,"All-Cause Mortality Rate (Age-Adjusted; Per 100,000 people)",2014,Both,All,584.1,"San Diego County, CA",575.9,592.3
25534,"All-Cause Mortality Rate (Age-Adjusted; Per 100,000 people)",2014,Both,All,657.4,"Oakland (Alameda County), CA",632.2,682.6
25535,"All-Cause Mortality Rate (Age-Adjusted; Per 100,000 people)",2014,Both,All,717.6,"Portland (Multnomah County), OR",698.1,737.2
25537,"All-Cause Mortality Rate (Age-Adjusted; Per 100,000 people)",2014,Both,All,735.2,"San Antonio, TX",722.2,748.3
25538,"All-Cause Mortality Rate (Age-Adjusted; Per 100,000 people)",2014,Both,All,745.0,"Fort Worth (Tarrant County), TX",731.4,758.6
25541,"All-Cause Mortality Rate (Age-Adjusted; Per 100,000 people)",2014,Both,All,801.6,"Indianapolis (Marion County), IN",782.8,820.7
25542,"All-Cause Mortality Rate (Age-Adjusted; Per 100,000 people)",2014,Both,All,843.1,"Las Vegas (Clark County), NV",829.2,856.9
25544,"All-Cause Mortality Rate (Age-Adjusted; Per 100,000 people)",2014,Both,All,861.9,"Philadelphia, PA",847.6,876.2
25545,"All-Cause Mortality Rate (Age-Adjusted; Per 100,000 people)",2014,Both,All,971.9,"Columbus, OH",945.0,998.9
25548,"All-Cause Mortality Rate (Age-Adjusted; Per 100,000 people)",2014,Both,American Indian/Alaska Native,699.6,"San Diego County, CA",560.7,838.6
25549,"All-Cause Mortality Rate (Age-Adjusted; Per 100,000 people)",2014,Both,American Indian/Alaska Native,737.1,"Portland (Multnomah County), OR",507.4,1035.2
25557,"All-Cause Mortality Rate (Age-Adjusted; Per 100,000 people)",2014,Both,Asian/PI,371.5,"San Antonio, TX",304.2,438.7
25559,"All-Cause Mortality Rate (Age-Adjusted; Per 100,000 people)",2014,Both,Asian/PI,379.1,"Philadelphia, PA",334.4,423.7
25561,"All-Cause Mortality Rate (Age-Adjusted; Per 100,000 people)",2014,Both,Asian/PI,407.8,"San Diego County, CA",387.4,428.1
25562,"All-Cause Mortality Rate (Age-Adjusted; Per 100,000 people)",2014,Both,Asian/PI,412.9,"Fort Worth (Tarrant County), TX",357.0,468.7
25563,"All-Cause Mortality Rate (Age-Adjusted; Per 100,000 people)",2014,Both,Asian/PI,425.3,"Oakland (Alameda County), CA",384.5,466.0
25564,"All-Cause Mortality Rate (Age-Adjusted; Per 100,000 people)",2014,Both,Asian/PI,441.2,"Seattle, WA",401.5,484.8
25566,"All-Cause Mortality Rate (Age-Adjusted; Per 100,000 people)",2014,Both,Asian/PI,448.2,"Portland (Multnomah County), OR",389.9,506.6
25568,"All-Cause Mortality Rate (Age-Adjusted; Per 100,000 people)",2014,Both,Asian/PI,650.8,"Las Vegas (Clark County), NV",606.6,695.1
25569,"All-Cause Mortality Rate (Age-Adjusted; Per 100,000 people)",2014,Both,Asian/PI,750.9,"Columbus, OH",570.2,970.7
25574,"All-Cause Mortality Rate (Age-Adjusted; Per 100,000 people)",2014,Both,Black,742.2,"Seattle, WA",667.0,824.4
25576,"All-Cause Mortality Rate (Age-Adjusted; Per 100,000 people)",2014,Both,Black,786.0,"San Diego County, CA",735.6,836.4
25577,"All-Cause Mortality Rate (Age-Adjusted; Per 100,000 people)",2014,Both,Black,853.0,"San Antonio, TX",797.7,908.1
25579,"All-Cause Mortality Rate (Age-Adjusted; Per 100,000 people)",2014,Both,Black,877.2,"Fort Worth (Tarrant County), TX",831.2,923.3
25580,"All-Cause Mortality Rate (Age-Adjusted; Per 100,000 people)",2014,Both,Black,887.7,"Portland (Multnomah County), OR",789.1,986.3
25581,"All-Cause Mortality Rate (Age-Adjusted; Per 100,000 people)",2014,Both,Black,944.7,"Philadelphia, PA",921.4,968.0
25582,"All-Cause Mortality Rate (Age-Adjusted; Per 100,000 people)",2014,Both,Black,957.1,"Indianapolis (Marion County), IN",913.7,1002.1
25584,"All-Cause Mortality Rate (Age-Adjusted; Per 100,000 people)",2014,Both,Black,992.7,"Oakland (Alameda County), CA",934.4,1050.9
25587,"All-Cause Mortality Rate (Age-Adjusted; Per 100,000 people)",2014,Both,Black,1017.6,"Las Vegas (Clark County), NV",965.8,1069.3
25589,"All-Cause Mortality Rate (Age-Adjusted; Per 100,000 people)",2014,Both,Black,1045.3,"Columbus, OH",989.3,1101.3
25590,"All-Cause Mortality Rate (Age-Adjusted; Per 100,000 people)",2014,Both,Hispanic,316.5,"Indianapolis (Marion County), IN",239.6,414.9
25594,"All-Cause Mortality Rate (Age-Adjusted; Per 100,000 people)",2014,Both,Hispanic,457.4,"Seattle, WA",356.4,581.9
25596,"All-Cause Mortality Rate (Age-Adjusted; Per 100,000 people)",2014,Both,Hispanic,494.4,"San Diego County, CA",476.1,512.7
25597,"All-Cause Mortality Rate (Age-Adjusted; Per 100,000 people)",2014,Both,Hispanic,507.2,"Columbus, OH",382.1,660.2
25599,"All-Cause Mortality Rate (Age-Adjusted; Per 100,000 people)",2014,Both,Hispanic,526.4,"Fort Worth (Tarrant County), TX",491.2,561.6
25600,"All-Cause Mortality Rate (Age-Adjusted; Per 100,000 people)",2014,Both,Hispanic,528.3,"Portland (Multnomah County), OR",423.8,632.9
25601,"All-Cause Mortality Rate (Age-Adjusted; Per 100,000 people)",2014,Both,Hispanic,543.0,"Oakland (Alameda County), CA",466.4,619.5
25602,"All-Cause Mortality Rate (Age-Adjusted; Per 100,000 people)",2014,Both,Hispanic,641.4,"Las Vegas (Clark County), NV",607.5,675.2
25604,"All-Cause Mortality Rate (Age-Adjusted; Per 100,000 people)",2014,Both,Hispanic,704.7,"San Antonio, TX",685.8,723.5
25605,"All-Cause Mortality Rate (Age-Adjusted; Per 100,000 people)",2014,Both,Hispanic,719.9,"Philadelphia, PA",669.7,770.1
25608,"All-Cause Mortality Rate (Age-Adjusted; Per 100,000 people)",2014,Both,Multiracial,397.4,"Oakland (Alameda County), CA",273.6,558.2
25609,"All-Cause Mortality Rate (Age-Adjusted; Per 100,000 people)",2014,Both,Multiracial,417.7,"Philadelphia, PA",319.1,516.2
25611,"All-Cause Mortality Rate (Age-Adjusted; Per 100,000 people)",2014,Both,Other,225.0,"Las Vegas (Clark County), NV",174.4,275.6
25612,"All-Cause Mortality Rate (Age-Adjusted; Per 100,000 people)",2014,Both,Other,264.1,"Fort Worth (Tarrant County), TX",153.8,422.8
25615,"All-Cause Mortality Rate (Age-Adjusted; Per 100,000 people)",2014,Both,Other,1062.4,"Seattle, WA",755.8,1486.8
25616,"All-Cause Mortality Rate (Age-Adjusted; Per 100,000 people)",2014,Both,Other,1142.9,"Oakland (Alameda County), CA",590.6,1996.5
25620,"All-Cause Mortality Rate (Age-Adjusted; Per 100,000 people)",2014,Both,White,573.4,"Seattle, WA",551.7,596.1
25622,"All-Cause Mortality Rate (Age-Adjusted; Per 100,000 people)",2014,Both,White,583.4,"Oakland (Alameda County), CA",540.6,626.2
25624,"All-Cause Mortality Rate (Age-Adjusted; Per 100,000 people)",2014,Both,White,623.7,"San Diego County, CA",613.1,634.3
25626,"All-Cause Mortality Rate (Age-Adjusted; Per 100,000 people)",2014,Both,White,728.1,"Portland (Multnomah County), OR",707.0,749.2
25630,"All-Cause Mortality Rate (Age-Adjusted; Per 100,000 people)",2014,Both,White,749.4,"San Antonio, TX",729.3,769.5
25631,"All-Cause Mortality Rate (Age-Adjusted; Per 100,000 people)",2014,Both,White,757.7,"Philadelphia, PA",739.3,776.2
25633,"All-Cause Mortality Rate (Age-Adjusted; Per 100,000 people)",2014,Both,White,778.0,"Indianapolis (Marion County), IN",756.2,800.3
25634,"All-Cause Mortality Rate (Age-Adjusted; Per 100,000 people)",2014,Both,White,781.5,"Fort Worth (Tarrant County), TX",765.0,798.0
25636,"All-Cause Mortality Rate (Age-Adjusted; Per 100,000 people)",2014,Both,White,885.8,"Las Vegas (Clark County), NV",868.6,902.9
25637,"All-Cause Mortality Rate (Age-Adjusted; Per 100,000 people)",2014,Both,White,979.9,"Columbus, OH",947.2,1012.6
25638,"All-Cause Mortality Rate (Age-Adjusted; Per 100,000 people)",2014,Female,All,465.5,"Seattle, WA",443.6,488.5
25640,"All-Cause Mortality Rate (Age-Adjusted; Per 100,000 people)",2014,Female,All,489.2,"San Diego County, CA",479.2,499.2
25643,"All-Cause Mortality Rate (Age-Adjusted; Per 100,000 people)",2014,Female,All,547.5,"Oakland (Alameda County), CA",517.2,577.8
25644,"All-Cause Mortality Rate (Age-Adjusted; Per 100,000 people)",2014,Female,All,609.8,"Portland (Multnomah County), OR",586.1,633.5
25645,"All-Cause Mortality Rate (Age-Adjusted; Per 100,000 people)",2014,Female,All,615.5,"San Antonio, TX",599.8,631.2
25649,"All-Cause Mortality Rate (Age-Adjusted; Per 100,000 people)",2014,Female,All,645.0,"Fort Worth (Tarrant County), TX",628.5,661.6
25650,"All-Cause Mortality Rate (Age-Adjusted; Per 100,000 people)",2014,Female,All,681.9,"Indianapolis (Marion County), IN",659.4,705.1
25651,"All-Cause Mortality Rate (Age-Adjusted; Per 100,000 people)",2014,Female,All,699.3,"Las Vegas (Clark County), NV",682.0,716.5
25653,"All-Cause Mortality Rate (Age-Adjusted; Per 100,000 people)",2014,Female,All,710.3,"Philadelphia, PA",693.7,727.0
25655,"All-Cause Mortality Rate (Age-Adjusted; Per 100,000 people)",2014,Female,All,805.2,"Columbus, OH",773.2,837.2
25657,"All-Cause Mortality Rate (Age-Adjusted; Per 100,000 people)",2014,Male,All,699.7,"San Diego County, CA",686.0,713.4
25659,"All-Cause Mortality Rate (Age-Adjusted; Per 100,000 people)",2014,Male,All,706.5,"Seattle, WA",674.6,739.7
25660,"All-Cause Mortality Rate (Age-Adjusted; Per 100,000 people)",2014,Male,All,794.6,"Oakland (Alameda County), CA",751.8,837.4
25663,"All-Cause Mortality Rate (Age-Adjusted; Per 100,000 people)",2014,Male,All,856.0,"Portland (Multnomah County), OR",822.6,889.3
25664,"All-Cause Mortality Rate (Age-Adjusted; Per 100,000 people)",2014,Male,All,869.7,"Fort Worth (Tarrant County), TX",846.6,892.8
25665,"All-Cause Mortality Rate (Age-Adjusted; Per 100,000 people)",2014,Male,All,884.4,"San Antonio, TX",862.2,906.5
25668,"All-Cause Mortality Rate (Age-Adjusted; Per 100,000 people)",2014,Male,All,959.7,"Indianapolis (Marion County), IN",927.5,992.9
25669,"All-Cause Mortality Rate (Age-Adjusted; Per 100,000 people)",2014,Male,All,1008.5,"Las Vegas (Clark County), NV",986.3,1030.7
25671,"All-Cause Mortality Rate (Age-Adjusted; Per 100,000 people)",2014,Male,All,1068.5,"Philadelphia, PA",1043.4,1093.6
25672,"All-Cause Mortality Rate (Age-Adjusted; Per 100,000 people)",2014,Male,All,1197.4,"Columbus, OH",1149.7,1245.0
25674,"All-Cause Mortality Rate (Age-Adjusted; Per 100,000 people)",2015,Both,All,539.0,"Seattle, WA",521.4,557.1
25676,"All-Cause Mortality Rate (Age-Adjusted; Per 100,000 people)",2015,Both,All,592.3,"San Diego County, CA",584.1,600.4
25677,"All-Cause Mortality Rate (Age-Adjusted; Per 100,000 people)",2015,Both,All,688.4,"Oakland (Alameda County), CA",662.9,713.9
25679,"All-Cause Mortality Rate (Age-Adjusted; Per 100,000 people)",2015,Both,All,730.1,"Fort Worth (Tarrant County), TX",716.9,743.3
25681,"All-Cause Mortality Rate (Age-Adjusted; Per 100,000 people)",2015,Both,All,742.0,"San Antonio, TX",729.1,754.9
25682,"All-Cause Mortality Rate (Age-Adjusted; Per 100,000 people)",2015,Both,All,748.8,"Portland (Multnomah County), OR",729.0,768.5
25685,"All-Cause Mortality Rate (Age-Adjusted; Per 100,000 people)",2015,Both,All,796.6,"Indianapolis (Marion County), IN",778.0,815.6
25686,"All-Cause Mortality Rate (Age-Adjusted; Per 100,000 people)",2015,Both,All,849.9,"Las Vegas (Clark County), NV",836.0,863.8
25687,"All-Cause Mortality Rate (Age-Adjusted; Per 100,000 people)",2015,Both,All,866.4,"Philadelphia, PA",852.1,880.8
25690,"All-Cause Mortality Rate (Age-Adjusted; Per 100,000 people)",2015,Both,All,1046.4,"Columbus, OH",1018.4,1074.3
25692,"All-Cause Mortality Rate (Age-Adjusted; Per 100,000 people)",2015,Both,American Indian/Alaska Native,649.2,"Portland (Multnomah County), OR",441.1,921.4
25693,"All-Cause Mortality Rate (Age-Adjusted; Per 100,000 people)",2015,Both,American Indian/Alaska Native,826.2,"San Diego County, CA",677.8,974.6
25696,"All-Cause Mortality Rate (Age-Adjusted; Per 100,000 people)",2015,Both,Asian/PI,344.7,"Philadelphia, PA",302.8,386.5
25698,"All-Cause Mortality Rate (Age-Adjusted; Per 100,000 people)",2015,Both,Asian/PI,360.3,"San Antonio, TX",298.3,422.2
25700,"All-Cause Mortality Rate (Age-Adjusted; Per 100,000 people)",2015,Both,Asian/PI,395.1,"San Diego County, CA",375.7,414.5
25701,"All-Cause Mortality Rate (Age-Adjusted; Per 100,000 people)",2015,Both,Asian/PI,403.1,"Seattle, WA",366.2,443.7
25703,"All-Cause Mortality Rate (Age-Adjusted; Per 100,000 people)",2015,Both,Asian/PI,415.6,"Fort Worth (Tarrant County), TX",361.5,469.8
25704,"All-Cause Mortality Rate (Age-Adjusted; Per 100,000 people)",2015,Both,Asian/PI,449.5,"Portland (Multnomah County), OR",392.6,506.5
25705,"All-Cause Mortality Rate (Age-Adjusted; Per 100,000 people)",2015,Both,Asian/PI,477.9,"Oakland (Alameda County), CA",436.0,519.8
25707,"All-Cause Mortality Rate (Age-Adjusted; Per 100,000 people)",2015,Both,Asian/PI,608.4,"Las Vegas (Clark County), NV",565.4,651.4
25709,"All-Cause Mortality Rate (Age-Adjusted; Per 100,000 people)",2015,Both,Asian/PI,923.3,"Columbus, OH",723.8,1161.0
25713,"All-Cause Mortality Rate (Age-Adjusted; Per 100,000 people)",2015,Both,Black,721.4,"Seattle, WA",649.3,800.1
25714,"All-Cause Mortality Rate (Age-Adjusted; Per 100,000 people)",2015,Both,Black,756.1,"San Diego County, CA",707.9,804.3
25717,"All-Cause Mortality Rate (Age-Adjusted; Per 100,000 people)",2015,Both,Black,853.4,"San Antonio, TX",798.7,908.0
25718,"All-Cause Mortality Rate (Age-Adjusted; Per 100,000 people)",2015,Both,Black,886.0,"Fort Worth (Tarrant County), TX",840.7,931.3
25719,"All-Cause Mortality Rate (Age-Adjusted; Per 100,000 people)",2015,Both,Black,931.5,"Philadelphia, PA",908.6,954.5
25720,"All-Cause Mortality Rate (Age-Adjusted; Per 100,000 people)",2015,Both,Black,951.0,"Indianapolis (Marion County), IN",908.2,995.4
25721,"All-Cause Mortality Rate (Age-Adjusted; Per 100,000 people)",2015,Both,Black,975.7,"Las Vegas (Clark County), NV",924.8,1026.6
25722,"All-Cause Mortality Rate (Age-Adjusted; Per 100,000 people)",2015,Both,Black,979.5,"Portland (Multnomah County), OR",875.9,1083.1
25723,"All-Cause Mortality Rate (Age-Adjusted; Per 100,000 people)",2015,Both,Black,1027.3,"Oakland (Alameda County), CA",968.1,1086.5
25727,"All-Cause Mortality Rate (Age-Adjusted; Per 100,000 people)",2015,Both,Black,1110.7,"Columbus, OH",1053.0,1168.5
25729,"All-Cause Mortality Rate (Age-Adjusted; Per 100,000 people)",2015,Both,Hispanic,297.4,"Seattle, WA",224.7,390.8
25730,"All-Cause Mortality Rate (Age-Adjusted; Per 100,000 people)",2015,Both,Hispanic,383.4,"Indianapolis (Marion County), IN",297.1,490.5
25731,"All-Cause Mortality Rate (Age-Adjusted; Per 100,000 people)",2015,Both,Hispanic,443.3,"Portland (Multnomah County), OR",352.8,533.9
25732,"All-Cause Mortality Rate (Age-Adjusted; Per 100,000 people)",2015,Both,Hispanic,491.8,"San Diego County, CA",474.1,509.5
25734,"All-Cause Mortality Rate (Age-Adjusted; Per 100,000 people)",2015,Both,Hispanic,510.0,"Oakland (Alameda County), CA",439.5,580.5
25735,"All-Cause Mortality Rate (Age-Adjusted; Per 100,000 people)",2015,Both,Hispanic,510.9,"Fort Worth (Tarrant County), TX",477.3,544.5
25738,"All-Cause Mortality Rate (Age-Adjusted; Per 100,000 people)",2015,Both,Hispanic,577.6,"Las Vegas (Clark County), NV",545.5,609.7
25739,"All-Cause Mortality Rate (Age-Adjusted; Per 100,000 people)",2015,Both,Hispanic,650.5,"Columbus, OH",512.5,814.2
25740,"All-Cause Mortality Rate (Age-Adjusted; Per 100,000 people)",2015,Both,Hispanic,692.4,"Philadelphia, PA",644.5,740.2
25741,"All-Cause Mortality Rate (Age-Adjusted; Per 100,000 people)",2015,Both,Hispanic,712.8,"San Antonio, TX",703.0,722.6
25747,"All-Cause Mortality Rate (Age-Adjusted; Per 100,000 people)",2015,Both,Multiracial,389.6,"Philadelphia, PA",293.4,485.8
25748,"All-Cause Mortality Rate (Age-Adjusted; Per 100,000 people)",2015,Both,Other,166.9,"Las Vegas (Clark County), NV",122.4,211.4
25749,"All-Cause Mortality Rate (Age-Adjusted; Per 100,000 people)",2015,Both,Other,269.6,"Columbus, OH",170.9,404.5
25750,"All-Cause Mortality Rate (Age-Adjusted; Per 100,000 people)",2015,Both,Other,429.3,"Oakland (Alameda County), CA",315.4,570.8
25752,"All-Cause Mortality Rate (Age-Adjusted; Per 100,000 people)",2015,Both,Other,1095.3,"Seattle, WA",784.7,1522.6
25756,"All-Cause Mortality Rate (Age-Adjusted; Per 100,000 people)",2015,Both,White,541.3,"Seattle, WA",520.5,563.0
25758,"All-Cause Mortality Rate (Age-Adjusted; Per 100,000 people)",2015,Both,White,628.6,"Oakland (Alameda County), CA",584.2,672.9
25759,"All-Cause Mortality Rate (Age-Adjusted; Per 100,000 people)",2015,Both,White,637.7,"San Diego County, CA",627.1,648.3
25761,"All-Cause Mortality Rate (Age-Adjusted; Per 100,000 people)",2015,Both,White,736.0,"Las Vegas (Clark County), NV",720.4,751.6
25766,"All-Cause Mortality Rate (Age-Adjusted; Per 100,000 people)",2015,Both,White,754.3,"San Antonio, TX",734.3,774.4
25767,"All-Cause Mortality Rate (Age-Adjusted; Per 100,000 people)",2015,Both,White,759.4,"Portland (Multnomah County), OR",738.0,780.8
25768,"All-Cause Mortality Rate (Age-Adjusted; Per 100,000 people)",2015,Both,White,768.1,"Fort Worth (Tarrant County), TX",752.0,784.2
25769,"All-Cause Mortality Rate (Age-Adjusted; Per 100,000 people)",2015,Both,White,773.8,"Philadelphia, PA",755.1,792.5
25770,"All-Cause Mortality Rate (Age-Adjusted; Per 100,000 people)",2015,Both,White,780.0,"Indianapolis (Marion County), IN",758.1,802.4
25772,"All-Cause Mortality Rate (Age-Adjusted; Per 100,000 people)",2015,Both,White,1054.0,"Columbus, OH",1020.1,1088.0
25773,"All-Cause Mortality Rate (Age-Adjusted; Per 100,000 people)",2015,Female,All,448.0,"Seattle, WA",427.1,470.0
25775,"All-Cause Mortality Rate (Age-Adjusted; Per 100,000 people)",2015,Female,All,502.4,"San Diego County, CA",492.5,512.4
25777,"All-Cause Mortality Rate (Age-Adjusted; Per 100,000 people)",2015,Female,All,594.0,"Oakland (Alameda County), CA",562.9,625.2
25778,"All-Cause Mortality Rate (Age-Adjusted; Per 100,000 people)",2015,Female,All,619.0,"San Antonio, TX",603.5,634.5
25781,"All-Cause Mortality Rate (Age-Adjusted; Per 100,000 people)",2015,Female,All,634.9,"Fort Worth (Tarrant County), TX",618.7,651.0
25782,"All-Cause Mortality Rate (Age-Adjusted; Per 100,000 people)",2015,Female,All,636.1,"Portland (Multnomah County), OR",612.1,660.1
25784,"All-Cause Mortality Rate (Age-Adjusted; Per 100,000 people)",2015,Female,All,686.1,"Indianapolis (Marion County), IN",663.5,709.4
25785,"All-Cause Mortality Rate (Age-Adjusted; Per 100,000 people)",2015,Female,All,712.4,"Philadelphia, PA",695.8,729.1
25786,"All-Cause Mortality Rate (Age-Adjusted; Per 100,000 people)",2015,Female,All,715.3,"Las Vegas (Clark County), NV",697.9,732.7
25789,"All-Cause Mortality Rate (Age-Adjusted; Per 100,000 people)",2015,Female,All,853.1,"Columbus, OH",820.2,886.1
25790,"All-Cause Mortality Rate (Age-Adjusted; Per 100,000 people)",2015,Male,All,654.6,"Seattle, WA",624.4,686.1
25792,"All-Cause Mortality Rate (Age-Adjusted; Per 100,000 people)",2015,Male,All,700.5,"San Diego County, CA",687.0,714.0
25793,"All-Cause Mortality Rate (Age-Adjusted; Per 100,000 people)",2015,Male,All,791.9,"Oakland (Alameda County), CA",749.9,834.0
25794,"All-Cause Mortality Rate (Age-Adjusted; Per 100,000 people)",2015,Male,All,850.3,"Fort Worth (Tarrant County), TX",827.9,872.7
25797,"All-Cause Mortality Rate (Age-Adjusted; Per 100,000 people)",2015,Male,All,887.1,"Portland (Multnomah County), OR",853.6,920.7
25798,"All-Cause Mortality Rate (Age-Adjusted; Per 100,000 people)",2015,Male,All,893.5,"San Antonio, TX",871.6,915.4
25799,"All-Cause Mortality Rate (Age-Adjusted; Per 100,000 people)",2015,Male,All,937.6,"Indianapolis (Marion County), IN",906.0,970.0
25802,"All-Cause Mortality Rate (Age-Adjusted; Per 100,000 people)",2015,Male,All,1007.5,"Las Vegas (Clark County), NV",985.2,1029.8
25804,"All-Cause Mortality Rate (Age-Adjusted; Per 100,000 people)",2015,Male,All,1076.9,"Philadelphia, PA",1051.7,1102.1
25806,"All-Cause Mortality Rate (Age-Adjusted; Per 100,000 people)",2015,Male,All,1308.1,"Columbus, OH",1258.4,1357.8
25807,"All-Cause Mortality Rate (Age-Adjusted; Per 100,000 people)",2016,Both,All,594.2,"San Diego County, CA",586.1,602.2
25808,"All-Cause Mortality Rate (Age-Adjusted; Per 100,000 people)",2016,Both,All,675.4,"Oakland (Alameda County), CA",650.5,700.2
25809,"All-Cause Mortality Rate (Age-Adjusted; Per 100,000 people)",2016,Both,All,712.9,"Portland (Multnomah County), OR",693.8,731.9
25812,"All-Cause Mortality Rate (Age-Adjusted; Per 100,000 people)",2016,Both,All,818.1,"Indianapolis (Marion County), IN",799.3,837.2
25814,"All-Cause Mortality Rate (Age-Adjusted; Per 100,000 people)",2016,Both,All,880.2,"Philadelphia, PA",865.8,894.6
25815,"All-Cause Mortality Rate (Age-Adjusted; Per 100,000 people)",2016,Both,All,1018.3,"Columbus, OH",990.7,1045.8
25816,"All-Cause Mortality Rate (Age-Adjusted; Per 100,000 people)",2016,Both,American Indian/Alaska Native,849.1,"San Diego County, CA",701.0,997.2
25819,"All-Cause Mortality Rate (Age-Adjusted; Per 100,000 people)",2016,Both,Asian/PI,394.6,"Philadelphia, PA",350.9,438.2
25820,"All-Cause Mortality Rate (Age-Adjusted; Per 100,000 people)",2016,Both,Asian/PI,394.7,"San Diego County, CA",375.8,413.6
25821,"All-Cause Mortality Rate (Age-Adjusted; Per 100,000 people)",2016,Both,Asian/PI,433.0,"Oakland (Alameda County), CA",394.3,471.7
25822,"All-Cause Mortality Rate (Age-Adjusted; Per 100,000 people)",2016,Both,Asian/PI,441.4,"Indianapolis (Marion County), IN",328.1,584.0
25823,"All-Cause Mortality Rate (Age-Adjusted; Per 100,000 people)",2016,Both,Asian/PI,468.5,"Portland (Multnomah County), OR",411.7,525.3
25826,"All-Cause Mortality Rate (Age-Adjusted; Per 100,000 people)",2016,Both,Asian/PI,969.6,"Columbus, OH",767.6,1208.4
25827,"All-Cause Mortality Rate (Age-Adjusted; Per 100,000 people)",2016,Both,Black,751.5,"San Diego County, CA",704.1,798.8
25828,"All-Cause Mortality Rate (Age-Adjusted; Per 100,000 people)",2016,Both,Black,880.2,"Portland (Multnomah County), OR",783.4,977.1
25829,"All-Cause Mortality Rate (Age-Adjusted; Per 100,000 people)",2016,Both,Black,979.4,"Philadelphia, PA",955.9,1002.8
25830,"All-Cause Mortality Rate (Age-Adjusted; Per 100,000 people)",2016,Both,Black,982.3,"Indianapolis (Marion County), IN",939.6,1026.5
25833,"All-Cause Mortality Rate (Age-Adjusted; Per 100,000 people)",2016,Both,Black,1024.3,"Oakland (Alameda County), CA",965.7,1082.9
25835,"All-Cause Mortality Rate (Age-Adjusted; Per 100,000 people)",2016,Both,Black,1109.8,"Columbus, OH",1052.6,1167.0
25836,"All-Cause Mortality Rate (Age-Adjusted; Per 100,000 people)",2016,Both,Hispanic,380.4,"Indianapolis (Marion County), IN",296.7,483.6
